,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast,summary_score,neg,neu,pos,Lon,Lat
1796,Home Lake,OLYMPIC PENINSULA -- HOOD CANAL,19.4,3000.0,5330.0,4.17,6,access to home lake is possible via several trailheads but any way you slice it you re in for a long trip,"['Ridges/passes', 'Dogs not allowed', 'Summits', 'Lakes']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.7412235217659,45.716559399999994
1797,Inter Glacier,MOUNT RAINIER AREA -- NE - SUNRISE/WHITE RIVER,4.6,2920.0,7150.0,3.4,5,the inter glacier is part of the standard mount rainier climbing route while it may appear to be just a steep snowfield it is a glacier with crevasses and other hazards glacier travel experience and equipment is required,"['Mountain views', 'Established campsites', 'Ridges/passes', 'Dogs not allowed', 'Waterfalls', 'Rivers']",0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-121.7250716928778,46.877908000000005
1798,Hurricane Hill,OLYMPIC PENINSULA -- NORTHERN COAST,3.2,650.0,5757.0,4.25,24,whether you need a day hike for the whole family or the perfect trail to round out your first visit to olympic national park hurricane hill is the answer you can even use this trail as the jumpoff or ending point to a variety of longer hikes out of the elwha river valley,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Ridges/passes', 'Dogs not allowed', 'Summits', 'Good for kids']",1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5719,0.0,0.931,0.069,-123.5291054,47.9903321
1799,Huckleberry Creek,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,17.2,3835.0,6778.0,3.22,9,this lesser known trail starts in the mt baker snoqualmie national forest and then enters the northeast corner of the park is snow free early in the season and goes through some amazing old growth,"['Mountain views', 'Old growth', 'Rivers', 'Good for kids', 'Ridges/passes']",1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8658,0.0,0.767,0.233,-119.7262655,48.8302558
1800,Indian Bar - Cowlitz Divide,MOUNT RAINIER AREA -- SE - CAYUSE PASS/STEVENS CANYON,14.6,3130.0,5900.0,3.88,8,this section of the wonderland trail which begins at box canyon continues along the cowlitz divide and eventually concludes in the valley that houses indian bar will certainly test your trail stamina but the rewards for all of your efforts are plentiful swaths of old growth forests bountiful berries when in season rolling alpine meadows an epic in your face view of mount rainier and finally the rushing waters of the ohanapecosh river and wauhaukaupauken falls which offer a cooling respite after your long and sometimes arduous climb and descent into this famed valley,"['Ridges/passes', 'Wildlife', 'Dogs not allowed', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Waterfalls', 'Old growth', 'Fall foliage']",0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.8705,0.0,0.891,0.109,,
1801,Indian Henry's Hunting Ground via Tahoma Creek,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,12.0,2520.0,5400.0,3.86,7,you ll not meet any hunters in indian henry s hunting ground these days but the area is named for one of the most prominent native american guides in the area who lived here before it became a national park accessible via longmire or the west side road this destination promises abundant wildflowers and berries and excellent up close views of the mountain,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Ridges/passes', 'Dogs not allowed', 'Lakes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9159,0.0,0.83,0.17,,
1802,Happy Lake Ridge,OLYMPIC PENINSULA -- NORTHERN COAST,18.0,4400.0,5280.0,2.75,4,enjoy a mix of solitude and company along a ridgetop with two backcountry lakes and sweeping alpine views,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Established campsites', 'Dogs not allowed', 'Lakes']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.4939,0.0,0.824,0.176,-123.7506776,48.0183124
1803,Jarrell Cove State Park - Harstine Island,OLYMPIC PENINSULA -- KITSAP PENINSULA,1.5,200.0,175.0,3.5,6,accessible only by bridge or by boat jarrell cove state park administers several small recreation areas including harstine island mcmicken island stretch point eagle island and hope island harstine island is a day use property with beach access via a half mile trail the other areas area all only accessible by boat,"['Old growth', 'Coast', 'Good for kids', 'Dogs allowed on leash', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4404,0.0,0.944,0.056,,
1804,Heather Creek Trail via Upper Dungeness River,OLYMPIC PENINSULA -- HOOD CANAL,15.8,1800.0,4200.0,3.33,3,take an amble through moss laden forest and along churning waters in colors only the olympic peninsula can provide for the most part it s ramble with moderate grade but the last two and a half miles change character dramatically giving you a steep thigh burning workout before rewarding you with views of mount mystery and little mystery just inside the park boundary,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Old growth', 'Rivers']",0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8271,0.0,0.883,0.117,,
1805,Hoh Lake,OLYMPIC PENINSULA -- PACIFIC COAST,28.6,6235.0,4532.0,3.6,5,hoh lake is a quiet spot in the wilderness of olympic national park that is accessible via a steep ascent from the hoh river trail or a long approach on the high divide trail,"['Ridges/passes', 'Dogs not allowed', 'Summits', 'Lakes']",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-123.7865324384277,47.8986751
1806,High Divide,OLYMPIC PENINSULA -- NORTHERN COAST,9.63,5111.0,5384.0,3.12,8,high divide trail makes up a section of the seven lakes basin trail and leads to the bailey range traverse while campsites exist along this route it important to reserve your spot in advance of your visit here,"['Mountain views', 'Established campsites', 'Ridges/passes', 'Dogs not allowed', 'Summits', 'Lakes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.2023,0.0,0.952,0.048,-121.7749286,48.9342004
1807,Hidden Lake,MOUNT RAINIER AREA,,,,3.5,4,hidden lake,['Lakes'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-122.3706122840231,47.75195225
1808,Heart O' the Forest,OLYMPIC PENINSULA -- NORTHERN COAST,4.8,500.0,1900.0,3.0,2,this trail is a really nice accompaniment to your morning coffee but bring a thermos it long enough that the coffee might get cold by the time you reach the end,"['Wildflowers/Meadows', 'Established campsites', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2952,0.0,0.894,0.106,,
1809,Henskin Lake,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,6.0,1000.0,5550.0,3.0,5,this is a beautiful hike that has it all from wonderful wildflowers and a deep forest to wild creeks and an alpine lake you will even see an abandoned gold mine along the way,"['Wildflowers/Meadows', 'Dogs allowed on leash', 'Lakes']",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6808,0.076,0.732,0.192,-121.4799982,46.9194639
1810,Hoh River Trail to Elk Lake,OLYMPIC PENINSULA -- PACIFIC COAST,33.0,,,4.5,4,beautiful multi day hike that shows off the beauty of the hoh rainforest hike on relatively level ground until the last two miles which climb to elk lake campground a good place to start a day hike to the glacier,"['Ridges/passes', 'Wildlife', 'Lakes', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Waterfalls', 'Old growth']",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.891,0.0,0.768,0.232,,
1811,Heather Park,OLYMPIC PENINSULA -- NORTHERN COAST,10.0,3940.0,5740.0,3.71,17,climb a steep ridge high on the shoulder of mount angeles to a prominent pin nacle known as first top enjoy a first rate panorama that reaches from snowy mount olympus all the way to salty pillar point on the strait of juan de fuca and gracing this heavenly haven on the mountain of angels are delightful rock gardens and fields of blooming heather divine yes but it s a devil of a climb,"['Mountain views', 'Dogs not allowed', 'Established campsites']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6399,0.075,0.712,0.213,-122.6064374,47.5234087
1812,Hansville Greenway,OLYMPIC PENINSULA -- KITSAP PENINSULA,2.6,100.0,180.0,3.75,4,providing a cool forest walk even on warm summer day hansville greenway is an extensive network of trails encompassing the community of hansville on the kitsap peninsula,"['Dogs allowed on leash', 'Wildlife', 'Good for kids', 'Lakes']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4939,0.0,0.851,0.149,-122.56132512981132,47.8963816
1813,Graves Creek,OLYMPIC PENINSULA -- PACIFIC COAST,7.4,1500.0,1880.0,2.33,6,the graves creek primitive trail provides access to old growth forests high above the quinault river valley and solitude compared to the high use trails along the quinault river expect glimpses of waterfalls across the gorge in spring and signs of wild life including bear deer and elk,"['Dogs not allowed', 'Old growth', 'Wildlife', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1027,0.043,0.906,0.051,-123.52966,47.571859
1814,Green Mountain - Gold Creek Trail,OLYMPIC PENINSULA -- KITSAP PENINSULA,5.0,1000.0,1639.0,3.71,35,green mountain is the kitsap peninsula go to after work destination whether you re mountain biking trail running or hiking you can get a quick workout by hiking the gold creek trail up to the summit of green mountain,"['Mountain views', 'Dogs allowed on leash', 'Summits', 'Established campsites']",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
1815,Upper Gray Wolf River to Gray Wolf Pass,OLYMPIC PENINSULA -- HOOD CANAL,45.0,5200.0,6200.0,3.8,5,the gray wolf trail extends between forest road 2870 and the main fork dosewallips river in the northeast corner of the olympics along the way it goes up and over gray wolf pass,"['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Established campsites', 'Mountain views', 'Dogs not allowed', 'Rivers']",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.128,0.0,0.955,0.045,,
1816,Lower Gray Wolf River,OLYMPIC PENINSULA -- HOOD CANAL,8.4,1250.0,1500.0,3.69,26,visit a quieter trail in the dungeness network one that a lot of folks skip in favor of more well known trails with more views but lower gray wolf is beautiful in its own right and visitors here can discover it for themselves,"['Wildflowers/Meadows', 'Old growth', 'Good for kids', 'Established campsites', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6909,0.065,0.754,0.181,,
1817,Gobblers Knob,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,11.0,2565.0,5485.0,3.57,14,a clear sparkling lake up close views of mount rainier and a historic fire lookout await you on the gobblers knob trail this route is an eastern approach to the lookout via westside road,"['Wildflowers/Meadows', 'Ridges/passes', 'Dogs not allowed', 'Established campsites', 'Mountain views', 'Old growth', 'Lakes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4215,0.066,0.765,0.169,-121.9143206,46.7941318
1818,Green Lake,MOUNT RAINIER AREA -- NW - CARBON RIVER/MOWICH,9.6,1500.0,3270.0,4.1,31,the green lake trail is a moderately strenuous but relatively short hike to a pocket lake set among a rare high elevation rain forest the trail wide ambitious grade rewards accordingly for your efforts ascending through stands of humbling firs passing a picturesque waterfall and ending on the shore of a lovely mountain lake,"['Mountain views', 'Dogs not allowed', 'Waterfalls', 'Old growth', 'Good for kids', 'Lakes', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9578,0.0,0.727,0.273,-122.33854871086325,47.67828405
1819,Hall of Mosses,OLYMPIC PENINSULA -- PACIFIC COAST,0.8,100.0,600.0,4.48,21,a short rainforest loop from the hoh rain forest visitor center in olympic national park,"['Old growth', 'Good for kids', 'Dogs not allowed']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-123.9330191,47.8634523
1820,Grand Ridge,OLYMPIC PENINSULA -- NORTHERN COAST,15.0,3100.0,6625.0,4.58,12,grand ridge is the highest continuous trail in the olympic mountains on a clear day it is among the most beautiful places in washington the 360 degree view includes the interior of the olympics the strait of juan de fuca canada and the cascades,"['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Established campsites', 'Mountain views', 'Dogs not allowed', 'Summits']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8687,0.0,0.803,0.197,-122.0024944,47.5361461
1821,Gold Mountain,OLYMPIC PENINSULA -- KITSAP PENINSULA,4.0,1087.0,1687.0,3.7,10,gold mountain is a beautiful hike from the gold creek trailhead up a logging road and across country with spectacular views of the hood canal and the olympics to the west as well as mount rainier the cascades and bremerton to the east this is a definitely a half day hike you must experience,"['Wildlife', 'Summits', 'Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Good for kids', 'Fall foliage']",1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8271,0.0,0.844,0.156,-118.4672269,48.1804412
1822,Guillemot Cove,OLYMPIC PENINSULA -- KITSAP PENINSULA,2.5,360.0,360.0,4.18,17,enjoy breath taking views of the olympics from a secluded cove with many different types of seabirds and wildlife try to keep your feet dry while exploring a series of trails amid the historic 184 acre guillemot cove nature reserve,"['Mountain views', 'Wildlife', 'Old growth', 'Rivers', 'Good for kids', 'Dogs not allowed', 'Coast']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.4939,0.0,0.92,0.08,-122.90565564159553,47.61102925
1823,Golden Gate,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,3.2,1000.0,6400.0,4.0,6,the golden gate trail provides a quick route to amazing panoramas of mount rainier and the craggy peaks of the tatoosh range pass through wildflower studded alpine meadows a clear sparkling stream and up a steep well maintained trail you can even make it a loop if you want to explore the lush parkland at the foot of washington tallest mountain,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Waterfalls', 'Dogs not allowed', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.875,0.0,0.812,0.188,-122.5634927,47.4825538
1824,Greenwater Trail to Lost Lakes,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,12.0,2700.0,5700.0,4.33,9,take the trail less traveled by and visit some quiet lakes near mount rainier or continue on to extensive views afforded by noble knob,"['Wildlife', 'Established campsites', 'Dogs allowed on leash', 'Old growth', 'Good for kids', 'Lakes', 'Rivers']",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.4588,0.0,0.885,0.115,,
1825,Grand Valley Loop,OLYMPIC PENINSULA -- NORTHERN COAST,7.9,2080.0,6450.0,4.25,20,the grand valley loop is a great option combining a ridge walk with sections along both grand creek valley and badger valley,"['Wildflowers/Meadows', 'Dogs not allowed', 'Old growth', 'Wildlife', 'Established campsites']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.8779,0.0,0.627,0.373,,
1826,Griff Creek,OLYMPIC PENINSULA -- NORTHERN COAST,5.6,2800.0,3200.0,4.0,7,the trailhead for griff creek is behind the elwha river washout and is inaccessible,"['Mountain views', 'Wildlife']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-123.5585499,48.0148724
1827,Grove of the Patriarchs Loop,MOUNT RAINIER AREA -- SE - CAYUSE PASS/STEVENS CANYON,1.5,50.0,2200.0,3.78,27,some of the biggest oldest trees in the washington cascades stand tall in the grove of the patriarchs these silent old men of moss tower overhead with a few lying down to show us just how massive the trunks really are the grove resides in a low boggy area across the ohanapecosh river so you ll need to cross a sweet little suspension bridge to get there offering you a chance to enjoy a bit of adventure on this simple little trail youngsters typically love the bridge and kids of all ages marvel at the massive trees,"['Old growth', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9001,0.051,0.785,0.164,,
1828,Grass Mountain,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,8.0,2129.0,4329.0,4.0,3,an alternate route up grass mountain near greenwater route finding experience required,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-117.7066469,48.9288016
1829,Hamma Hamma Beaver Pond,OLYMPIC PENINSULA -- HOOD CANAL,0.7,,,2.6,5,this trail is listed in audubon olympic loop of the great washington state birding trail the trail drops fairly steeply from the trailhead to begin a 0 7 mile loop around the lake there are several benches along the way for resting while bird watching,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Good for kids']",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6249,0.0,0.909,0.091,,
1830,Glacier Vista - Panorama Point,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,5.0,1300.0,6700.0,4.2,10,paradise is one of the most gorgeous and as a result popular parts of washington this short but steep trail offers tourists and locals alike one of the most stunning views for the least number of miles in washington state but that doesn t mean you won t sweat be prepared to climb more than 1000 feet in less than a mile at the outset of this trail,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs not allowed']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9521,0.017,0.743,0.24,,
1831,Glacier Basin,MOUNT RAINIER AREA -- NE - SUNRISE/WHITE RIVER,6.5,1600.0,5900.0,4.17,36,floods in 2006 severely damaged the glacier basin trail but after four years of work wta completed a new trail in glacier basin at mount rainier national park in the summer of 2011 since then hikers of all stripes have had the pleasure of enjoying a brand new route to one of the mountain most iconic glaciers on an easy to hike trail,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Established campsites', 'Dogs not allowed', 'Good for kids', 'Lakes', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.9109,0.054,0.762,0.184,-122.0305109,47.3077503
1832,Foulweather Bluff Preserve Trail,OLYMPIC PENINSULA -- KITSAP PENINSULA,1.0,20.0,20.0,4.5,2,a short level hike through second growth conifers to a wide beach and a brackish estuary,"['Mountain views', 'Wildlife', 'Good for kids', 'Dogs not allowed', 'Coast']",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3818,0.0,0.822,0.178,,
1833,Fort Worden State Park - Point Wilson,OLYMPIC PENINSULA -- NORTHERN COAST,2.5,0.0,,3.18,11,on the shore of the strait of juan de fuca you can walk a fine sandy beach between high bluffs and two access points to reach the point wilson lighthouse at fort worden state park,"['Good for kids', 'Coast']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2263,0.0,0.917,0.083,,
1834,Glacier Vista Snowshoe,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,2.5,900.0,6330.0,3.12,8,glacier vista snowshoe is a shorter alternative to panorama point snowshoe with 2 5 miles round trip with only 900 feet elevation gain it is an easy snowshoeing outing with great views of snow capped mountains,"['Mountain views', 'Dogs not allowed']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.886,0.0,0.743,0.257,,
