,Hike,Region,Length,gain,highpoint,rating,rating_count,summary,feats,Good for kids,Fall foliage,Rivers,Wildflowers/Meadows,Ridges/passes,Dogs allowed on leash,Mountain views,Old growth,Summits,Waterfalls,Lakes,Established campsites,Dogs not allowed,Wildlife,Coast
1897,Carbon River Rain Forest Nature Trail,MOUNT RAINIER AREA -- NW - CARBON RIVER/MOWICH,0.6,20.0,1780.0,3.4,5,"The Carbon River Rain Forest Nature Trail is a pleasant and easy stroll that offers two short segments which can be combined to create a 0.6 mile roundtrip walk. Both paths penetrate primeval rain forest where giant ferns, maples, and spruce tower above charming cedar puncheon bridges and babbling brooks. This hike is great in any season, and takes on particular wildness in winter. Interpretive signs and photo opportunities abound.","['Dogs not allowed', 'Old growth', 'Good for kids', 'Wildlife', 'Fall foliage']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1898,Chenuis Falls,MOUNT RAINIER AREA -- NW - CARBON RIVER/MOWICH,8.0,500.0,2200.0,3.14,7,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,"['Mountain views', 'Waterfalls', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1899,Cascade Rock,OLYMPIC PENINSULA -- NORTHERN COAST,4.5,1800.0,1825.0,3.5,6,"Cascade Rock used to be accessible from the backyard of many sites at the Elwha Campground, but with the removal of the Elwha Dam, this campground has flooded multiple times and the campground is closed. Luckily though, you can still hike Cascade Rock, and its such a secret trail, you're likely to have it to yourself.","['Wildlife', 'Summits', 'Good for kids', 'Dogs not allowed', 'Fall foliage']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1900,Cape Alava,OLYMPIC PENINSULA -- PACIFIC COAST,6.2,100.0,350.0,3.55,11,"Take a beautifully constructed boardwalk a little more than three miles out to the wild Olympic Coast. If you can snag a permit, camping here is divine. If not, while away a few hours playing in the water or ambling along the beach.","['Wildlife', 'Established campsites', 'Dogs not allowed', 'Rivers', 'Good for kids', 'Coast']",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1901,Carter Falls,MOUNT RAINIER AREA -- SW - LONGMIRE/PARADISE,2.8,660.0,3650.0,3.83,18,"Cougar Rock to Carter Falls is a moderate and readily accessible segment of the Wonderland Trail that packs stunning mountain vistas, river views, waterfalls, wildflowers, old growth, and edible berries into just 1.3 miles of family-friendly hiking in Mount Rainier National Park.","['Wildflowers/Meadows', 'Mountain views', 'Waterfalls', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1902,Carbon Glacier,MOUNT RAINIER AREA -- NW - CARBON RIVER/MOWICH,18.4,1800.0,3500.0,3.79,19,"The Carbon Glacier is a dramatic expanse of slow-moving ice beneath the shadow of Mount Rainier’s north face. While the glacier sits at a relatively low elevation, the approach is long due to the additional 5 miles of road that must be walked or biked to reach the trailhead. The trail to reach the glacier is equally as exciting as the scenery along the way, including seasonal foot logs and a suspension bridge over the raging Carbon River.","['Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Waterfalls', 'Old growth', 'Good for kids', 'Dogs not allowed', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1903,Camp Pleasant,OLYMPIC PENINSULA -- HOOD CANAL,14.0,800.0,,4.0,2,"The hike to Camp Pleasant is often included in more lengthy backpacks or dayhikes on the Olympic Peninsula, but hikers will find an easy conditioner when they undertake this early season stroll.","['Old growth', 'Good for kids', 'Dogs not allowed', 'Fall foliage', 'Rivers']",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1904,Capitol State Forest - Capitol Peak,OLYMPIC PENINSULA -- OLYMPIA,9.0,1300.0,2659.0,3.38,8,There are many different trails that lead to the Capitol Peak in the Capitol State Forest.,"['Mountain views', 'Summits']",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,Cat Basin Primitive,OLYMPIC PENINSULA -- NORTHERN COAST,10.0,1500.0,5500.0,2.75,4,"This primitive trail forms a partial loop, connecting the High Divide trail just above Heart Lake with Appleton Pass.","['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Mountain views', 'Lakes', 'Fall foliage']",0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1906,Cameron Creek,OLYMPIC PENINSULA -- HOOD CANAL,13.42,3304.0,4210.0,2.75,4,"A rugged, riverside trail that accesses the Olympic high country, at a price.","['Dogs not allowed', 'Established campsites', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1907,Burroughs Mountain,MOUNT RAINIER AREA -- NE - SUNRISE/WHITE RIVER,9.0,2500.0,7828.0,4.48,73,"Burroughs Mountain can be described as a 'mountain against a mountain'. At over 7800 feet, Burroughs Mountain sets right up against the northeastern face of Mount Rainier, hugging the Winthrop Glacier. It offers one of the most dramatic views of the massive volcano.","['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Mountain views', 'Dogs not allowed', 'Summits', 'Good for kids', 'Fall foliage']",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
1908,Buckhorn Mountain,OLYMPIC PENINSULA -- HOOD CANAL,13.5,988.0,6988.0,4.67,6,"A tough climb on loose, small rock at a very steep grade offering views from the Strait of Juan de Fuca to Glacier Peak, Mount Rainier and The Brothers. Route finding experience required.","['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Summits']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1909,Bullion Basin Snowshoe,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,4.5,1500.0,5800.0,3.75,4,,['Mountain views'],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,Boulder Cave,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,2.0,300.0,2700.0,4.0,7,Boulder Cave formed millions of years from volcanic activity. Today the cave is home to a dwindling population of Pacific western big-eared bats.,"['Old growth', 'Good for kids', 'Wildlife']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1911,Bumping Lake,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,9.0,300.0,3700.0,3.17,6,A gentle hike through stands of mature larches and other conifers along the shores of Bumping Lake. The trail is also a good alternate route to Swamp Lake Trail #970 or to Pacific Crest Trail #2000 when a ford of the Bumping River is too hazardous.,"['Wildflowers/Meadows', 'Wildlife', 'Established campsites', 'Dogs allowed on leash', 'Old growth', 'Lakes', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
1912,Box Canyon and Nickel Creek,MOUNT RAINIER AREA -- SE - CAYUSE PASS/STEVENS CANYON,1.0,150.0,3400.0,3.2,5,"This little stopover off the road that encircles Mount Rainier is a wonderful, short leg-stretcher with gorgeous views of the dramatic canyon of the Muddy Fork of the Cowlitz River, and a short hike to a box canyon — an unusual feature in this park.","['Dogs not allowed', 'Good for kids', 'Rivers']",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1913,Boulder Lake (Olympics),OLYMPIC PENINSULA -- NORTHERN COAST,10.2,2480.0,4300.0,3.0,5,This is a well-engineered trail of moderate grade that makes a 2.8-mile switchback free ascent from the intersection of the Appleton Pass Trail to the shores of green-tinted Boulder Lake. Along the way you will ramble through some great stands of fir and hemlock and pull in some panoramic views to the south including the north slopes of Mount Appleton.,"['Wildflowers/Meadows', 'Mountain views', 'Dogs not allowed', 'Established campsites', 'Old growth', 'Lakes', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1914,Brown Creek,OLYMPIC PENINSULA -- HOOD CANAL,0.8,20.0,,3.5,6,A pleasant 0.8 mile loop around a beaver pond and wetland is ideal for a morning stroll or post-dinner walk while camping at Brown Creek Campground.,"['Wildlife', 'Good for kids', 'Dogs allowed on leash']",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1915,Cameron Pass,OLYMPIC PENINSULA -- HOOD CANAL,6.6,2401.0,6418.0,3.33,6,The Cameron Pass trail is a brushy bushwhack to a lovely high alpine basin and pass. But it's miles in the backcountry and requires hard work and planning to get there.,"['Wildflowers/Meadows', 'Ridges/passes', 'Dogs not allowed', 'Rivers']",0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1916,Bullion Basin,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,4.6,1900.0,6300.0,3.14,7,A relatively steep and rocky connector trail running between the Crystal Mountain resort area up through Bullion Basin to the Pacific Crest Trail with mountain and meadow views.,"['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Fall foliage']",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1917,Blue Mountain - Deer Park Snowshoe,OLYMPIC PENINSULA -- NORTHERN COAST,14.0,2500.0,6000.0,3.5,2,Deer Park is rarely accessible by vehicle in the winter. Hikers will likely have to undertake a long road walk to access Deer Park and Blue Mountain.,"['Old growth', 'Wildlife']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1918,Bogachiel Peak,OLYMPIC PENINSULA -- NORTHERN COAST,16.2,3675.0,5474.0,3.12,8,"Bogachiel Peak sits above the dramatic Seven Lakes Basin. While you might expect stunning views here, such is not the case. The treed peak has limited views from the top, but it's a short enough side trip, why not make a stop while you're there?",['Dogs not allowed'],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1919,Black & White Lakes,OLYMPIC PENINSULA -- HOOD CANAL,15.0,4000.0,4200.0,4.0,5,This beautiful hike takes you through a canopy of old growth trees until you find yourself in a high alpine meadow with small quiet lakes. Yes it's gorgeous but this hike isn't easy.,"['Ridges/passes', 'Wildlife', 'Dogs not allowed', 'Lakes', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Waterfalls', 'Old growth']",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1920,Big Cedar Tree - Quinault,OLYMPIC PENINSULA -- OLYMPIA,0.5,80.0,100.0,4.0,2,"There are many big trees in the Olympics, but this enormous cedar is so large it has a trail named after it. Plus, it's just a quarter mile from the road. Unfortunately, storms in 2016 felled the large tree, though it's no less impressive. When you visit, be sure to take only pictures -- the Park Service is leaving the giant there in order to perpetuate the natural cycle.","['Old growth', 'Good for kids']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,Bogachiel River,OLYMPIC PENINSULA -- PACIFIC COAST,12.0,400.0,500.0,3.33,12,"The Bogachiel River is a classic example of a lowland rainforest ecosystem, with a rough and tumble trail that extends all the way to the head of the valley. Born on lower mountains than the Hoh, Queets, and Quinault, it lacks the glacial coloration and tremendous flow associated with those valleys. What it makes up for is miles of solitude and adventure.","['Dogs not allowed', 'Old growth', 'Wildlife', 'Established campsites', 'Rivers']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1922,Aurora Ridge,OLYMPIC PENINSULA -- NORTHERN COAST,16.8,2500.0,5000.0,3.17,6,This is a long ridge hike with views over Lake Crescent and the surrounding mountains.,"['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Dogs not allowed', 'Mountain views', 'Old growth', 'Lakes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1923,Aurora Creek,OLYMPIC PENINSULA -- NORTHERN COAST,6.8,3670.0,4200.0,3.0,4,"A steep thigh-burner that doesn't offer much in the way of views, but will give you the workout you're looking for should you be training for Rainier or any other grueling ascents. The Aurora Creek trail rises an astonishing 3700 feet in 3.4 miles, from the edge of Hwy 101 to its junction with the Aurora Ridge Trail.","['Old growth', 'Fall foliage']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,Aurora Divide,OLYMPIC PENINSULA -- NORTHERN COAST,14.5,4800.0,4750.0,3.2,5,"The Aurora Divide Trail branches off the Barnes Creek Trail and steeply climbs to Aurora Ridge. Aurora Ridge offers sweeping views of Lake Crescent, Mount Baker, and more.","['Ridges/passes', 'Wildlife', 'Dogs not allowed', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Waterfalls', 'Old growth', 'Fall foliage']",0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1925,Basin Lake,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,5.0,580.0,6480.0,2.5,6,"The Basin Lake Trail is located just east of the Crystal Mountain Ski Resort in the Norse Peak Wilderness. This is a little-used trail, which traverses some steep sections with eroding gullies where hikers may get queasy depending on their comfort level with exposure.","['Mountain views', 'Lakes', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1926,Badger Valley,OLYMPIC PENINSULA -- NORTHERN COAST,8.6,2080.0,6400.0,3.0,7,The Badger Valley Trail is located in the NE corner of Olympic National Park. This trail starts at the Obstruction Point Trailhead and trends down into Badger Valley to end at Grand Lake.,"['Wildflowers/Meadows', 'Mountain views', 'Wildlife', 'Dogs not allowed']",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1927,Berkeley Park,MOUNT RAINIER AREA -- NE - SUNRISE/WHITE RIVER,7.7,1700.0,6800.0,3.75,16,"Here's a hike that takes you through a stark landscape to a stunningly lush one. Berkeley Park is a flower-filled utopia where creeks chatter, pikas squeak, marmots lounge, and you can soak it all in just a few miles from the Sunrise Visitor Center.","['Wildflowers/Meadows', 'Ridges/passes', 'Wildlife', 'Established campsites', 'Mountain views', 'Dogs not allowed', 'Waterfalls', 'Lakes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1928,Bearhead Mountain,MOUNT RAINIER AREA -- NW - CARBON RIVER/MOWICH,6.0,1800.0,6089.0,3.94,17,"Bearhead Mountain is a moderate, well-marked trail through the forest that carries you to an old fire lookout site with a bold and brassy Rainier view.","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Ridges/passes', 'Old growth', 'Summits']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,Baldy,OLYMPIC PENINSULA -- NORTHERN COAST,7.2,3800.0,6827.0,3.57,7,"Baldy is a windswept mountain outpost that commands a view over the northeast Olympic Mountains, Vancouver Island, and the Strait of Juan de Fuca. To reach its lofty summit, the hiker must trade traditional grade for a seemingly never-ending staircase. However, your efforts are greatly rewarded, as views can be had along the ridge. And even if the summit itself is lost in the clouds, dwarf flowers and lichens decorate a foreground to the icy blue Olympic high country.","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Summits', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,Barnes Creek,OLYMPIC PENINSULA -- NORTHERN COAST,10.0,3300.0,5090.0,3.14,7,A nice creekside hike within the Olympics with the option to check out Marymere Falls on the hike. This hike has all types of old growth and lush vegetation.,"['Old growth', 'Rivers', 'Dogs not allowed', 'Waterfalls']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1931,Bailey Range Traverse,OLYMPIC PENINSULA -- NORTHERN COAST,,,,5.0,1,"A challenging, largely off-trail, multi-day backpacking scramble across the rough and rugged interior of the Olympic Mountains.",[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,Banshee Peak,MOUNT RAINIER AREA -- NE - SUNRISE/WHITE RIVER,,,7400.0,1.0,1,Banshee Peak is an off-trail summit that requires advanced mountaineering skill to reach. It lies east of Mount Rainier.,"['Ridges/passes', 'Wildlife', 'Dogs not allowed', 'Summits', 'Lakes', 'Rivers', 'Wildflowers/Meadows', 'Mountain views', 'Established campsites', 'Waterfalls', 'Old growth']",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1933,Anderson Lake State Park,OLYMPIC PENINSULA -- HOOD CANAL,16.0,80.0,320.0,2.0,4,"There are ten trails circling Anderson Lake, just eight miles south of Port Townsend. Bring the kids, the dog, your mountain bike, and even your horse, and mix and match the trails to your heart’s content to explore a little over eight miles of multiuse serene and shady forest trails.","['Wildflowers/Meadows', 'Wildlife', 'Dogs allowed on leash', 'Old growth', 'Good for kids', 'Lakes']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1934,American Ridge,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,24.0,2950.0,6310.0,3.6,5,"A steep and dusty trail to a long, beautiful ridge where the rambling is fine, often among a band of elk.","['Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Ridges/passes', 'Lakes', 'Rivers']",0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1935,Ancient Groves,OLYMPIC PENINSULA -- NORTHERN COAST,0.5,0.0,,4.67,3,This half-mile loop trail goes through old-growth forest with views of the Sol Duc River.,"['Wildflowers/Meadows', 'Old growth', 'Good for kids', 'Rivers']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1936,American Lake,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,15.5,2759.0,5858.0,3.3,10,"Hike a portion of the Pacific Crest Trail through meadows of wildflowers and past sparkling lakes with views of Nelson Ridge, Mount Aix and Mount Rainier. This outing makes for a great day hike or backpacking trip.","['Wildflowers/Meadows', 'Mountain views', 'Dogs allowed on leash', 'Established campsites', 'Ridges/passes', 'Lakes']",0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1937,Arch Rock,MOUNT RAINIER AREA -- CHINOOK PASS - HWY 410,12.0,1400.0,5900.0,4.67,6,"Arch Rock is not an arch, but a rocky point on the ridge to the west of Arch Rock Spring in the Norse Peak Wilderness Area. The trip to the rock involves a 5.4 mile hike mainly on the Pacific Crest Trail (PCT) along a forested ridge to Arch Rock Spring, followed by a 0.6 mile boot trail to Arch Rock. From the top, the expansive views of the South Cascades are dominated by Mount Rainier, 20 miles to the southwest.","['Wildflowers/Meadows', 'Ridges/passes', 'Dogs allowed on leash']",0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1938,Anderson Glacier,OLYMPIC PENINSULA -- HOOD CANAL,1.6,735.0,5200.0,3.0,7,The Anderson Glacier Trail is a backcountry trail located in the eastern reaches of Olympic National Park. This short spur trail starts at Anderson Pass and ascends in a series of steep switchbacks to a moraine that overlooks a lake and the former site of Anderson Glacier.,"['Wildflowers/Meadows', 'Mountain views', 'Dogs not allowed', 'Lakes', 'Ridges/passes']",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1939,Anderson Pass,OLYMPIC PENINSULA -- HOOD CANAL,,,4480.0,4.0,4,"A variety of different loop routes in this area pass through Anderson Pass, making it a well-travelled revolving door in the mountainous terrain of the Olympics.","['Mountain views', 'Wildlife', 'Dogs not allowed', 'Lakes', 'Ridges/passes']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1940,Appleton Pass,OLYMPIC PENINSULA -- NORTHERN COAST,15.4,3230.0,5050.0,3.67,6,"The trail to Appleton Pass is only 7.7 miles, but it hikes longer. The route offers some rewarding diversions along the way, but much of the payoff is in the last 1.5 miles with sweeping views as one ascends the meadows and traverses the switchbacks to Appleton Pass. Plan for an early start to your day in order to enjoy lunch, and perhaps even a restorative nap, at Appleton Pass.","['Wildflowers/Meadows', 'Ridges/passes', 'Established campsites', 'Mountain views', 'Old growth', 'Waterfalls', 'Dogs not allowed', 'Fall foliage']",0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
